dataset,wsi_id
TCIA-CPTAC,C3L-04367-21
TCIA-CPTAC,C3L-04367-22
TCIA-CPTAC,C3L-04367-23
TCIA-CPTAC,C3L-04367-24
TCIA-CPTAC,C3L-04367-25
TCIA-CPTAC,C3L-04367-26
TCIA-CPTAC,C3L-04367-27
TCIA-CPTAC,C3L-04367-28
TCIA-CPTAC,C3L-04370-21
TCIA-CPTAC,C3L-04370-22
TCIA-CPTAC,C3L-04370-23
TCIA-CPTAC,C3L-04370-24
TCIA-CPTAC,C3L-04370-25
TCIA-CPTAC,C3L-04370-26
TCIA-CPTAC,C3L-04370-27
TCIA-CPTAC,C3L-04370-28
TCIA-CPTAC,C3L-04373-21
TCIA-CPTAC,C3L-04373-22
TCIA-CPTAC,C3L-04373-23
TCIA-CPTAC,C3L-04373-24
TCIA-CPTAC,C3L-04373-25
TCIA-CPTAC,C3L-04373-26
TCIA-CPTAC,C3L-04373-27
TCIA-CPTAC,C3L-04373-28
TCIA-CPTAC,C3L-04376-21
TCIA-CPTAC,C3L-04376-22
TCIA-CPTAC,C3L-04376-23
TCIA-CPTAC,C3L-04376-24
TCIA-CPTAC,C3L-04376-25
TCIA-CPTAC,C3L-04376-26
TCIA-CPTAC,C3L-04376-27
TCIA-CPTAC,C3L-04376-28
TCIA-CPTAC,C3L-04378-21
TCIA-CPTAC,C3L-04378-22
TCIA-CPTAC,C3L-04378-23
TCIA-CPTAC,C3L-04378-24
TCIA-CPTAC,C3L-04378-25
TCIA-CPTAC,C3L-04378-26
TCIA-CPTAC,C3L-04378-27
TCIA-CPTAC,C3L-04378-28
TCIA-CPTAC,C3L-04379-21
TCIA-CPTAC,C3L-04379-22
TCIA-CPTAC,C3L-04379-23
TCIA-CPTAC,C3L-04379-24
TCIA-CPTAC,C3L-04379-25
TCIA-CPTAC,C3L-04379-26
TCIA-CPTAC,C3L-04379-27
TCIA-CPTAC,C3L-04379-28
TCIA-CPTAC,C3L-04391-22
TCIA-CPTAC,C3L-04391-23
TCIA-CPTAC,C3L-04391-26
TCIA-CPTAC,C3L-04402-21
TCIA-CPTAC,C3L-04402-23
TCIA-CPTAC,C3L-04402-26
TCIA-CPTAC,C3L-04404-21
TCIA-CPTAC,C3L-04404-26
TCIA-CPTAC,C3L-04408-21
TCIA-CPTAC,C3L-04408-26
TCIA-CPTAC,C3L-04409-21
TCIA-CPTAC,C3L-04409-23
TCIA-CPTAC,C3L-04409-26
TCIA-CPTAC,C3L-04410-21
TCIA-CPTAC,C3L-04410-22
TCIA-CPTAC,C3L-04410-23
TCIA-CPTAC,C3L-04410-26
TCIA-CPTAC,C3L-04728-21
TCIA-CPTAC,C3L-04728-22
TCIA-CPTAC,C3L-04743-21
TCIA-CPTAC,C3L-04743-22
TCIA-CPTAC,C3L-04743-23
TCIA-CPTAC,C3L-04743-24
TCIA-CPTAC,C3L-04743-25
TCIA-CPTAC,C3L-04743-26
TCIA-CPTAC,C3L-04743-27
TCIA-CPTAC,C3L-04743-28
TCIA-CPTAC,C3L-04744-21
TCIA-CPTAC,C3L-04744-22
TCIA-CPTAC,C3L-04744-23
TCIA-CPTAC,C3L-04744-24
TCIA-CPTAC,C3L-04744-25
TCIA-CPTAC,C3L-04744-26
TCIA-CPTAC,C3L-04744-27
TCIA-CPTAC,C3L-04744-28
TCIA-CPTAC,C3L-04746-21
TCIA-CPTAC,C3L-04746-22
TCIA-CPTAC,C3L-04746-23
TCIA-CPTAC,C3L-04746-24
TCIA-CPTAC,C3L-04746-25
TCIA-CPTAC,C3L-04746-26
TCIA-CPTAC,C3L-04746-27
TCIA-CPTAC,C3L-04746-28
TCIA-CPTAC,C3L-04749-21
TCIA-CPTAC,C3L-04749-22
TCIA-CPTAC,C3L-04749-23
TCIA-CPTAC,C3L-04749-24
TCIA-CPTAC,C3L-04749-26
TCIA-CPTAC,C3L-04749-27
TCIA-CPTAC,C3L-04757-21
TCIA-CPTAC,C3L-04757-22
TCIA-CPTAC,C3L-04757-23
TCIA-CPTAC,C3L-04757-24
TCIA-CPTAC,C3L-04757-25
TCIA-CPTAC,C3L-04757-26
TCIA-CPTAC,C3L-04757-27
TCIA-CPTAC,C3L-04757-28
TCIA-CPTAC,C3L-04759-21
TCIA-CPTAC,C3L-04759-22
TCIA-CPTAC,C3L-04759-23
TCIA-CPTAC,C3L-04759-24
TCIA-CPTAC,C3L-04759-25
TCIA-CPTAC,C3L-04759-26
TCIA-CPTAC,C3L-04759-27
TCIA-CPTAC,C3L-04759-28
TCIA-CPTAC,C3L-04781-21
TCIA-CPTAC,C3L-04781-22
TCIA-CPTAC,C3L-04781-23
TCIA-CPTAC,C3L-04781-25
TCIA-CPTAC,C3L-04781-26
TCIA-CPTAC,C3L-04781-27
TCIA-CPTAC,C3L-04781-28
TCIA-CPTAC,C3L-04784-21
TCIA-CPTAC,C3L-04784-22
TCIA-CPTAC,C3L-04784-23
TCIA-CPTAC,C3L-04784-24
TCIA-CPTAC,C3L-04784-25
TCIA-CPTAC,C3L-04784-26
TCIA-CPTAC,C3L-04784-27
TCIA-CPTAC,C3L-04784-28
TCIA-CPTAC,C3L-04786-21
TCIA-CPTAC,C3L-04786-22
TCIA-CPTAC,C3L-04786-23
TCIA-CPTAC,C3L-04786-24
TCIA-CPTAC,C3L-04786-25
TCIA-CPTAC,C3L-04786-26
TCIA-CPTAC,C3L-04786-27
TCIA-CPTAC,C3L-04786-28
TCIA-CPTAC,C3L-04792-21
TCIA-CPTAC,C3L-04792-22
TCIA-CPTAC,C3L-04792-23
TCIA-CPTAC,C3L-04792-24
TCIA-CPTAC,C3L-04792-25
TCIA-CPTAC,C3L-04792-26
TCIA-CPTAC,C3L-04792-27
TCIA-CPTAC,C3L-04792-28
TCIA-CPTAC,C3L-04804-21
TCIA-CPTAC,C3L-04804-22
TCIA-CPTAC,C3L-04804-23
TCIA-CPTAC,C3L-04804-24
TCIA-CPTAC,C3L-04804-25
TCIA-CPTAC,C3L-04804-26
TCIA-CPTAC,C3L-04808-21
TCIA-CPTAC,C3L-04808-22
TCIA-CPTAC,C3L-04808-23
TCIA-CPTAC,C3L-04808-26
TCIA-CPTAC,C3L-04854-21
TCIA-CPTAC,C3L-04854-22
TCIA-CPTAC,C3L-04854-23
TCIA-CPTAC,C3L-04854-24
TCIA-CPTAC,C3L-04854-25
TCIA-CPTAC,C3L-04854-26
TCIA-CPTAC,C3L-04854-27
TCIA-CPTAC,C3L-04854-28
TCIA-CPTAC,C3L-04856-21
TCIA-CPTAC,C3L-04856-22
TCIA-CPTAC,C3L-04856-23
TCIA-CPTAC,C3L-04856-24
TCIA-CPTAC,C3L-04856-25
TCIA-CPTAC,C3L-04856-26
TCIA-CPTAC,C3L-04856-27
TCIA-CPTAC,C3L-04856-28
TCIA-CPTAC,C3L-04858-21
TCIA-CPTAC,C3L-04858-22
TCIA-CPTAC,C3L-04858-23
TCIA-CPTAC,C3L-04858-24
TCIA-CPTAC,C3L-04858-25
TCIA-CPTAC,C3L-04858-26
TCIA-CPTAC,C3L-04858-27
TCIA-CPTAC,C3L-04858-28
TCIA-CPTAC,C3L-04861-21
TCIA-CPTAC,C3L-04861-22
TCIA-CPTAC,C3L-04861-23
TCIA-CPTAC,C3L-04861-24
TCIA-CPTAC,C3L-04861-25
TCIA-CPTAC,C3L-04861-26
TCIA-CPTAC,C3L-04861-27
TCIA-CPTAC,C3L-04861-28
TCIA-CPTAC,C3L-04863-21
TCIA-CPTAC,C3L-04863-22
TCIA-CPTAC,C3L-04863-23
TCIA-CPTAC,C3L-04863-24
TCIA-CPTAC,C3L-04863-25
TCIA-CPTAC,C3L-04863-26
TCIA-CPTAC,C3L-04863-27
TCIA-CPTAC,C3L-04863-28
TCIA-CPTAC,C3L-04866-21
TCIA-CPTAC,C3L-04866-22
TCIA-CPTAC,C3L-04866-23
TCIA-CPTAC,C3L-04866-24
TCIA-CPTAC,C3L-04866-25
TCIA-CPTAC,C3L-04866-26
TCIA-CPTAC,C3L-04866-27
TCIA-CPTAC,C3L-04866-28
TCIA-CPTAC,C3L-04868-21
TCIA-CPTAC,C3L-04868-22
TCIA-CPTAC,C3L-04868-23
TCIA-CPTAC,C3L-04868-24
TCIA-CPTAC,C3L-04868-25
TCIA-CPTAC,C3L-04868-26
TCIA-CPTAC,C3L-04868-27
TCIA-CPTAC,C3L-04868-28
TCIA-CPTAC,C3L-04871-21
TCIA-CPTAC,C3L-04871-22
TCIA-CPTAC,C3L-04871-23
TCIA-CPTAC,C3L-04871-24
TCIA-CPTAC,C3L-04871-25
TCIA-CPTAC,C3L-04871-26
TCIA-CPTAC,C3L-04871-27
TCIA-CPTAC,C3L-04871-28
TCIA-CPTAC,C3L-04872-21
TCIA-CPTAC,C3L-04872-22
TCIA-CPTAC,C3L-04872-23
TCIA-CPTAC,C3L-04872-24
TCIA-CPTAC,C3L-04872-25
TCIA-CPTAC,C3L-04872-26
TCIA-CPTAC,C3L-04872-27
TCIA-CPTAC,C3L-04872-28
TCIA-CPTAC,C3L-04873-21
TCIA-CPTAC,C3L-04873-22
TCIA-CPTAC,C3L-04873-23
TCIA-CPTAC,C3L-04873-24
TCIA-CPTAC,C3L-04873-25
TCIA-CPTAC,C3L-04873-26
TCIA-CPTAC,C3L-04873-27
TCIA-CPTAC,C3L-04873-28
TCIA-CPTAC,C3L-04874-21
TCIA-CPTAC,C3L-04874-22
TCIA-CPTAC,C3L-04874-23
TCIA-CPTAC,C3L-04874-24
TCIA-CPTAC,C3L-04874-25
TCIA-CPTAC,C3L-04874-26
TCIA-CPTAC,C3L-04874-27
TCIA-CPTAC,C3L-04874-28
TCIA-CPTAC,C3L-04878-21
TCIA-CPTAC,C3L-04878-22
TCIA-CPTAC,C3L-04878-23
TCIA-CPTAC,C3L-04878-24
TCIA-CPTAC,C3L-04878-25
TCIA-CPTAC,C3L-04878-26
TCIA-CPTAC,C3L-04878-27
TCIA-CPTAC,C3L-04878-28
TCIA-CPTAC,C3L-04880-21
TCIA-CPTAC,C3L-04880-22
TCIA-CPTAC,C3L-04880-23
TCIA-CPTAC,C3L-04880-24
TCIA-CPTAC,C3L-04880-25
TCIA-CPTAC,C3L-04880-26
TCIA-CPTAC,C3L-04880-27
TCIA-CPTAC,C3L-04880-28
TCIA-CPTAC,C3L-04883-21
TCIA-CPTAC,C3L-04883-22
TCIA-CPTAC,C3L-04883-23
TCIA-CPTAC,C3L-04883-24
TCIA-CPTAC,C3L-04883-25
TCIA-CPTAC,C3L-04883-26
TCIA-CPTAC,C3L-04883-27
TCIA-CPTAC,C3L-04883-28
TCIA-CPTAC,C3L-04887-21
TCIA-CPTAC,C3L-04887-22
TCIA-CPTAC,C3L-04887-23
TCIA-CPTAC,C3L-04887-24
TCIA-CPTAC,C3L-04887-25
TCIA-CPTAC,C3L-04887-26
TCIA-CPTAC,C3L-04887-27
TCIA-CPTAC,C3L-04887-28
TCIA-CPTAC,C3L-04888-21
TCIA-CPTAC,C3L-04888-22
TCIA-CPTAC,C3L-04888-23
TCIA-CPTAC,C3L-04888-24
TCIA-CPTAC,C3L-04888-25
TCIA-CPTAC,C3L-04888-26
TCIA-CPTAC,C3L-04888-27
TCIA-CPTAC,C3L-04888-28
TCIA-CPTAC,C3L-04889-21
TCIA-CPTAC,C3L-04889-22
TCIA-CPTAC,C3L-04889-23
TCIA-CPTAC,C3L-04889-24
TCIA-CPTAC,C3L-04889-25
TCIA-CPTAC,C3L-04889-26
TCIA-CPTAC,C3L-04889-27
TCIA-CPTAC,C3L-04889-28
TCIA-CPTAC,C3L-04912-21
TCIA-CPTAC,C3L-04912-22
TCIA-CPTAC,C3L-04912-23
TCIA-CPTAC,C3L-04912-24
TCIA-CPTAC,C3L-04912-25
TCIA-CPTAC,C3L-04912-26
TCIA-CPTAC,C3L-04912-27
TCIA-CPTAC,C3L-04912-28
TCIA-CPTAC,C3L-04916-21
TCIA-CPTAC,C3L-04916-22
TCIA-CPTAC,C3L-04916-23
TCIA-CPTAC,C3L-04916-24
TCIA-CPTAC,C3L-04916-25
TCIA-CPTAC,C3L-04916-26
TCIA-CPTAC,C3L-04916-27
TCIA-CPTAC,C3L-04916-28
TCIA-CPTAC,C3L-04921-21
TCIA-CPTAC,C3L-04921-22
TCIA-CPTAC,C3L-04921-23
TCIA-CPTAC,C3L-04921-24
TCIA-CPTAC,C3L-04921-25
TCIA-CPTAC,C3L-04921-26
TCIA-CPTAC,C3L-04921-27
TCIA-CPTAC,C3L-04921-28
TCIA-CPTAC,C3L-04922-21
TCIA-CPTAC,C3L-04922-22
TCIA-CPTAC,C3L-04922-23
TCIA-CPTAC,C3L-04922-24
TCIA-CPTAC,C3L-04922-25
TCIA-CPTAC,C3L-04922-26
TCIA-CPTAC,C3L-04922-27
TCIA-CPTAC,C3L-04922-28
TCIA-CPTAC,C3L-05020-21
TCIA-CPTAC,C3L-05020-22
TCIA-CPTAC,C3L-05020-24
TCIA-CPTAC,C3L-05020-25
TCIA-CPTAC,C3L-05020-26
TCIA-CPTAC,C3L-05020-27
TCIA-CPTAC,C3L-05020-28
TCIA-CPTAC,C3L-05022-21
TCIA-CPTAC,C3L-05022-22
TCIA-CPTAC,C3L-05022-23
TCIA-CPTAC,C3L-05022-24
TCIA-CPTAC,C3L-05022-25
TCIA-CPTAC,C3L-05022-26
TCIA-CPTAC,C3L-05145-21
TCIA-CPTAC,C3L-05145-22
TCIA-CPTAC,C3L-05145-23
TCIA-CPTAC,C3L-05145-24
TCIA-CPTAC,C3L-05145-25
TCIA-CPTAC,C3L-05145-26
TCIA-CPTAC,C3L-05148-21
TCIA-CPTAC,C3L-05148-22
TCIA-CPTAC,C3L-05148-23
TCIA-CPTAC,C3L-05148-24
TCIA-CPTAC,C3L-05148-25
TCIA-CPTAC,C3L-05148-26
TCIA-CPTAC,C3L-05150-21
TCIA-CPTAC,C3L-05150-22
TCIA-CPTAC,C3L-05150-23
TCIA-CPTAC,C3L-05150-24
TCIA-CPTAC,C3L-05150-25
TCIA-CPTAC,C3L-05150-26
TCIA-CPTAC,C3L-05172-21
TCIA-CPTAC,C3L-05172-22
TCIA-CPTAC,C3L-05172-23
TCIA-CPTAC,C3L-05172-24
TCIA-CPTAC,C3L-05172-25
TCIA-CPTAC,C3L-05172-26
TCIA-CPTAC,C3L-05176-21
TCIA-CPTAC,C3L-05176-22
TCIA-CPTAC,C3L-05176-23
TCIA-CPTAC,C3L-05176-24
TCIA-CPTAC,C3L-05176-25
TCIA-CPTAC,C3L-05176-26
TCIA-CPTAC,C3L-05212-21
TCIA-CPTAC,C3L-05212-22
TCIA-CPTAC,C3L-05212-23
TCIA-CPTAC,C3L-05212-24
TCIA-CPTAC,C3L-05212-25
TCIA-CPTAC,C3L-05212-26
TCIA-CPTAC,C3L-05221-21
TCIA-CPTAC,C3L-05221-22
TCIA-CPTAC,C3L-05221-23
TCIA-CPTAC,C3L-05221-24
TCIA-CPTAC,C3L-05221-25
TCIA-CPTAC,C3L-05221-26
TCIA-CPTAC,C3L-05221-27
TCIA-CPTAC,C3L-05221-28
TCIA-CPTAC,C3L-05225-21
TCIA-CPTAC,C3L-05225-22
TCIA-CPTAC,C3L-05225-23
TCIA-CPTAC,C3L-05225-24
TCIA-CPTAC,C3L-05225-25
TCIA-CPTAC,C3L-05225-26
TCIA-CPTAC,C3L-05369-21
TCIA-CPTAC,C3L-05369-22
TCIA-CPTAC,C3L-05369-23
TCIA-CPTAC,C3L-05369-24
TCIA-CPTAC,C3L-05369-25
TCIA-CPTAC,C3L-05369-26
TCIA-CPTAC,C3L-05369-27
TCIA-CPTAC,C3L-05369-28
TCIA-CPTAC,C3L-05392-21
TCIA-CPTAC,C3L-05392-22
TCIA-CPTAC,C3L-05392-23
TCIA-CPTAC,C3L-05392-24
TCIA-CPTAC,C3L-05392-25
TCIA-CPTAC,C3L-05392-26
TCIA-CPTAC,C3L-05392-27
TCIA-CPTAC,C3L-05392-28
TCIA-CPTAC,C3L-05393-21
TCIA-CPTAC,C3L-05393-22
TCIA-CPTAC,C3L-05393-23
TCIA-CPTAC,C3L-05393-24
TCIA-CPTAC,C3L-05393-25
TCIA-CPTAC,C3L-05393-26
TCIA-CPTAC,C3L-05393-27
TCIA-CPTAC,C3L-05393-28
TCIA-CPTAC,C3L-05394-21
TCIA-CPTAC,C3L-05394-22
TCIA-CPTAC,C3L-05394-23
TCIA-CPTAC,C3L-05394-24
TCIA-CPTAC,C3L-05394-25
TCIA-CPTAC,C3L-05394-26
TCIA-CPTAC,C3L-05394-27
TCIA-CPTAC,C3L-05394-28
TCIA-CPTAC,C3L-05395-21
TCIA-CPTAC,C3L-05395-22
TCIA-CPTAC,C3L-05395-23
TCIA-CPTAC,C3L-05395-24
TCIA-CPTAC,C3L-05395-25
TCIA-CPTAC,C3L-05395-26
TCIA-CPTAC,C3L-05395-27
TCIA-CPTAC,C3L-05395-28
TCIA-CPTAC,C3L-05397-21
TCIA-CPTAC,C3L-05397-22
TCIA-CPTAC,C3L-05397-23
TCIA-CPTAC,C3L-05397-24
TCIA-CPTAC,C3L-05397-25
TCIA-CPTAC,C3L-05397-26
TCIA-CPTAC,C3L-05397-27
TCIA-CPTAC,C3L-05397-28
TCIA-CPTAC,C3L-05398-21
TCIA-CPTAC,C3L-05398-22
TCIA-CPTAC,C3L-05398-23
TCIA-CPTAC,C3L-05398-24
TCIA-CPTAC,C3L-05398-25
TCIA-CPTAC,C3L-05398-26
TCIA-CPTAC,C3L-05398-27
TCIA-CPTAC,C3L-05398-28
TCIA-CPTAC,C3L-05399-21
TCIA-CPTAC,C3L-05399-22
TCIA-CPTAC,C3L-05399-23
TCIA-CPTAC,C3L-05399-24
TCIA-CPTAC,C3L-05399-25
TCIA-CPTAC,C3L-05399-26
TCIA-CPTAC,C3L-05399-27
TCIA-CPTAC,C3L-05399-28
TCIA-CPTAC,C3L-05411-21
TCIA-CPTAC,C3L-05411-22
TCIA-CPTAC,C3L-05411-23
TCIA-CPTAC,C3L-05411-24
TCIA-CPTAC,C3L-05411-25
TCIA-CPTAC,C3L-05411-26
TCIA-CPTAC,C3L-05411-27
TCIA-CPTAC,C3L-05411-28
TCIA-CPTAC,C3L-05417-21
TCIA-CPTAC,C3L-05417-22
TCIA-CPTAC,C3L-05417-23
TCIA-CPTAC,C3L-05417-24
TCIA-CPTAC,C3L-05417-25
TCIA-CPTAC,C3L-05417-26
TCIA-CPTAC,C3L-05417-27
TCIA-CPTAC,C3L-05417-28
TCIA-CPTAC,C3L-05420-21
TCIA-CPTAC,C3L-05420-22
TCIA-CPTAC,C3L-05420-23
TCIA-CPTAC,C3L-05420-24
TCIA-CPTAC,C3L-05420-25
TCIA-CPTAC,C3L-05420-26
TCIA-CPTAC,C3L-05420-27
TCIA-CPTAC,C3L-05420-28
TCIA-CPTAC,C3L-05422-21
TCIA-CPTAC,C3L-05422-22
TCIA-CPTAC,C3L-05422-23
TCIA-CPTAC,C3L-05422-24
TCIA-CPTAC,C3L-05422-25
TCIA-CPTAC,C3L-05422-26
TCIA-CPTAC,C3L-05422-27
TCIA-CPTAC,C3L-05422-28
TCIA-CPTAC,C3L-05423-21
TCIA-CPTAC,C3L-05423-22
TCIA-CPTAC,C3L-05423-23
TCIA-CPTAC,C3L-05423-24
TCIA-CPTAC,C3L-05423-25
TCIA-CPTAC,C3L-05423-26
TCIA-CPTAC,C3L-05423-27
TCIA-CPTAC,C3L-05423-28
TCIA-CPTAC,C3L-05427-21
TCIA-CPTAC,C3L-05427-22
TCIA-CPTAC,C3L-05427-23
TCIA-CPTAC,C3L-05427-24
TCIA-CPTAC,C3L-05427-25
TCIA-CPTAC,C3L-05427-26
TCIA-CPTAC,C3L-05427-27
TCIA-CPTAC,C3L-05427-28
TCIA-CPTAC,C3L-05428-21
TCIA-CPTAC,C3L-05428-22
TCIA-CPTAC,C3L-05428-23
TCIA-CPTAC,C3L-05428-24
TCIA-CPTAC,C3L-05428-25
TCIA-CPTAC,C3L-05428-26
TCIA-CPTAC,C3L-05428-27
TCIA-CPTAC,C3L-05428-28
TCIA-CPTAC,C3L-05693-21
TCIA-CPTAC,C3L-05693-26
TCIA-CPTAC,C3L-06169-21
TCIA-CPTAC,C3L-06169-22
TCIA-CPTAC,C3L-06169-23
TCIA-CPTAC,C3L-06169-24
TCIA-CPTAC,C3L-06169-25
TCIA-CPTAC,C3L-06169-26
TCIA-CPTAC,C3L-06169-27
TCIA-CPTAC,C3L-06169-28
TCIA-CPTAC,C3N-00167-21
TCIA-CPTAC,C3N-00167-22
TCIA-CPTAC,C3N-00167-23
TCIA-CPTAC,C3N-00167-24
TCIA-CPTAC,C3N-00167-26
TCIA-CPTAC,C3N-00167-27
TCIA-CPTAC,C3N-00169-21
TCIA-CPTAC,C3N-00169-22
TCIA-CPTAC,C3N-00169-23
TCIA-CPTAC,C3N-00169-24
TCIA-CPTAC,C3N-00169-26
TCIA-CPTAC,C3N-00169-27
TCIA-CPTAC,C3N-00175-21
TCIA-CPTAC,C3N-00175-22
TCIA-CPTAC,C3N-00175-23
TCIA-CPTAC,C3N-00175-24
TCIA-CPTAC,C3N-00175-26
TCIA-CPTAC,C3N-00175-27
TCIA-CPTAC,C3N-00180-21
TCIA-CPTAC,C3N-00180-22
TCIA-CPTAC,C3N-00180-23
TCIA-CPTAC,C3N-00180-24
TCIA-CPTAC,C3N-00180-26
TCIA-CPTAC,C3N-00180-27
TCIA-CPTAC,C3N-00199-21
TCIA-CPTAC,C3N-00199-22
TCIA-CPTAC,C3N-00199-23
TCIA-CPTAC,C3N-00199-26
TCIA-CPTAC,C3N-00199-27
TCIA-CPTAC,C3N-00203-21
TCIA-CPTAC,C3N-00203-22
TCIA-CPTAC,C3N-00203-23
TCIA-CPTAC,C3N-00203-24
TCIA-CPTAC,C3N-00203-26
TCIA-CPTAC,C3N-00203-27
TCIA-CPTAC,C3N-00211-21
TCIA-CPTAC,C3N-00211-22
TCIA-CPTAC,C3N-00211-23
TCIA-CPTAC,C3N-00211-24
TCIA-CPTAC,C3N-00211-26
TCIA-CPTAC,C3N-00211-27
TCIA-CPTAC,C3N-00217-21
TCIA-CPTAC,C3N-00217-22
TCIA-CPTAC,C3N-00217-23
TCIA-CPTAC,C3N-00217-24
TCIA-CPTAC,C3N-00217-26
TCIA-CPTAC,C3N-00217-27
TCIA-CPTAC,C3N-00221-21
TCIA-CPTAC,C3N-00221-22
TCIA-CPTAC,C3N-00221-23
TCIA-CPTAC,C3N-00221-24
TCIA-CPTAC,C3N-00221-25
TCIA-CPTAC,C3N-00221-26
TCIA-CPTAC,C3N-00221-27
TCIA-CPTAC,C3N-00221-28
TCIA-CPTAC,C3N-00223-21
TCIA-CPTAC,C3N-00223-22
TCIA-CPTAC,C3N-00223-23
TCIA-CPTAC,C3N-00223-24
TCIA-CPTAC,C3N-00223-25
TCIA-CPTAC,C3N-00223-26
TCIA-CPTAC,C3N-00223-27
TCIA-CPTAC,C3N-00223-28
TCIA-CPTAC,C3N-00229-29
TCIA-CPTAC,C3N-00229-30
TCIA-CPTAC,C3N-00247-21
TCIA-CPTAC,C3N-00247-22
TCIA-CPTAC,C3N-00247-23
TCIA-CPTAC,C3N-00247-26
TCIA-CPTAC,C3N-00247-28
TCIA-CPTAC,C3N-00293-21
TCIA-CPTAC,C3N-00293-22
TCIA-CPTAC,C3N-00293-23
TCIA-CPTAC,C3N-00293-24
TCIA-CPTAC,C3N-00293-25
TCIA-CPTAC,C3N-00294-21
TCIA-CPTAC,C3N-00294-22
TCIA-CPTAC,C3N-00294-23
TCIA-CPTAC,C3N-00294-24
TCIA-CPTAC,C3N-00294-25
TCIA-CPTAC,C3N-00309-21
TCIA-CPTAC,C3N-00309-22
TCIA-CPTAC,C3N-00309-23
TCIA-CPTAC,C3N-00309-24
TCIA-CPTAC,C3N-00309-25
TCIA-CPTAC,C3N-00433-21
TCIA-CPTAC,C3N-00433-22
TCIA-CPTAC,C3N-00433-23
TCIA-CPTAC,C3N-00433-24
TCIA-CPTAC,C3N-00433-25
TCIA-CPTAC,C3N-00433-26
TCIA-CPTAC,C3N-00433-27
TCIA-CPTAC,C3N-00497-21
TCIA-CPTAC,C3N-00497-25
TCIA-CPTAC,C3N-00545-21
TCIA-CPTAC,C3N-00545-22
TCIA-CPTAC,C3N-00545-23
TCIA-CPTAC,C3N-00545-24
TCIA-CPTAC,C3N-00545-26
TCIA-CPTAC,C3N-00545-27
TCIA-CPTAC,C3N-00546-21
TCIA-CPTAC,C3N-00546-22
TCIA-CPTAC,C3N-00546-23
TCIA-CPTAC,C3N-00546-24
TCIA-CPTAC,C3N-00546-26
TCIA-CPTAC,C3N-00546-27
TCIA-CPTAC,C3N-00547-21
TCIA-CPTAC,C3N-00547-22
TCIA-CPTAC,C3N-00547-23
TCIA-CPTAC,C3N-00547-24
TCIA-CPTAC,C3N-00547-26
TCIA-CPTAC,C3N-00547-27
TCIA-CPTAC,C3N-00549-21
TCIA-CPTAC,C3N-00549-22
TCIA-CPTAC,C3N-00549-23
TCIA-CPTAC,C3N-00549-24
TCIA-CPTAC,C3N-00549-26
TCIA-CPTAC,C3N-00549-27
TCIA-CPTAC,C3N-00550-21
TCIA-CPTAC,C3N-00550-22
TCIA-CPTAC,C3N-00550-23
TCIA-CPTAC,C3N-00550-24
TCIA-CPTAC,C3N-00550-26
TCIA-CPTAC,C3N-00550-27
TCIA-CPTAC,C3N-00551-21
TCIA-CPTAC,C3N-00551-22
TCIA-CPTAC,C3N-00551-23
TCIA-CPTAC,C3N-00551-24
TCIA-CPTAC,C3N-00551-26
TCIA-CPTAC,C3N-00551-27
TCIA-CPTAC,C3N-00552-21
TCIA-CPTAC,C3N-00552-22
TCIA-CPTAC,C3N-00552-23
TCIA-CPTAC,C3N-00552-24
TCIA-CPTAC,C3N-00552-26
TCIA-CPTAC,C3N-00552-27
TCIA-CPTAC,C3N-00555-21
TCIA-CPTAC,C3N-00555-22
TCIA-CPTAC,C3N-00555-23
TCIA-CPTAC,C3N-00555-24
TCIA-CPTAC,C3N-00555-26
TCIA-CPTAC,C3N-00555-27
TCIA-CPTAC,C3N-00556-21
TCIA-CPTAC,C3N-00556-22
TCIA-CPTAC,C3N-00556-23
TCIA-CPTAC,C3N-00556-24
TCIA-CPTAC,C3N-00556-26
TCIA-CPTAC,C3N-00556-27
TCIA-CPTAC,C3N-00559-21
TCIA-CPTAC,C3N-00559-22
TCIA-CPTAC,C3N-00559-23
TCIA-CPTAC,C3N-00559-24
TCIA-CPTAC,C3N-00559-26
TCIA-CPTAC,C3N-00559-27
TCIA-CPTAC,C3N-00560-21
TCIA-CPTAC,C3N-00560-22
TCIA-CPTAC,C3N-00560-23
TCIA-CPTAC,C3N-00560-24
TCIA-CPTAC,C3N-00560-26
TCIA-CPTAC,C3N-00560-27
TCIA-CPTAC,C3N-00572-21
TCIA-CPTAC,C3N-00572-22
TCIA-CPTAC,C3N-00572-23
TCIA-CPTAC,C3N-00572-24
TCIA-CPTAC,C3N-00572-26
TCIA-CPTAC,C3N-00572-27
TCIA-CPTAC,C3N-00574-21
TCIA-CPTAC,C3N-00574-22
TCIA-CPTAC,C3N-00574-23
TCIA-CPTAC,C3N-00574-24
TCIA-CPTAC,C3N-00574-26
TCIA-CPTAC,C3N-00574-27
TCIA-CPTAC,C3N-00578-21
TCIA-CPTAC,C3N-00578-22
TCIA-CPTAC,C3N-00578-23
TCIA-CPTAC,C3N-00578-24
TCIA-CPTAC,C3N-00578-26
TCIA-CPTAC,C3N-00578-27
TCIA-CPTAC,C3N-00579-21
TCIA-CPTAC,C3N-00579-22
TCIA-CPTAC,C3N-00579-23
TCIA-CPTAC,C3N-00579-24
TCIA-CPTAC,C3N-00579-26
TCIA-CPTAC,C3N-00579-27
